academic_year,program_years,grade,semester,course_name,source_file,box_x,box_y,box_width,box_height,confidence
2022,6,4,1,의약화학1,22_6년제.JPG,0.511593,0.325731,0.068044,0.017819,0.500
2022,6,4,1,천연물의약품학,22_6년제.JPG,0.510081,0.283678,0.068044,0.017819,0.500
2022,6,4,1,제제과학 실험,22_6년제.JPG,0.507560,0.194583,0.067540,0.017819,0.500
2022,6,4,1,향장품학,22_6년제.JPG,0.510081,0.167498,0.068044,0.017819,0.500
2022,6,4,2,감염성 질환 약물치료학,22_6년제.JPG,0.590222,0.803991,0.068044,0.037063,0.750
2022,6,4,2,호흡기계 및 소화기계질환 약물치료학,22_6년제.JPG,0.588710,0.763364,0.068044,0.034212,0.500
2022,6,4,2,일반의약품학,22_6년제.JPG,0.591230,0.736279,0.067540,0.017819,0.500
2022,6,4,2,바이오의약품학,22_6년제.JPG,0.589214,0.637919,0.068044,0.017819,0.500
2022,6,4,2,예방약학2,22_6년제.JPG,0.591734,0.542409,0.067540,0.018532,0.500
2022,6,4,2,의약품설계학,22_6년제.JPG,0.588710,0.354954,0.068044,0.017819,0.500
2022,6,4,2,의약화학2,22_6년제.JPG,0.589718,0.330720,0.067540,0.017819,0.500
2022,6,4,2,바이오의약품 분석,22_6년제.JPG,0.589214,0.282252,0.068548,0.017819,1.000
2022,6,4,2,법과학,22_6년제.JPG,0.590726,0.255880,0.068044,0.017819,0.500
2022,6,4,2,생물약제학,22_6년제.JPG,0.595262,0.191732,0.054940,0.018532,0.500
2022,6,4,2,약물동태학,22_6년제.JPG,0.594254,0.167498,0.057460,0.017819,0.500
2022,6,4,2,보건의약관계법규,22_6년제.JPG,0.588710,0.103350,0.072077,0.017819,0.500
2022,6,4,2,약사윤리,22_6년제.JPG,0.591230,0.080542,0.068044,0.017819,0.500
2022,6,5,1,지역약국 예비실무실습,22_6년제.JPG,0.672379,0.806842,0.067540,0.037063,0.500
2022,6,5,1,항암약물요법,22_6년제.JPG,0.671371,0.784034,0.068044,0.017819,0.500
2022,6,5,1,신경정신계 및 신장질환 약물치료학,22_6년제.JPG,0.671875,0.745545,0.068044,0.033500,0.500
2022,6,5,1,약물신호전달학,22_6년제.JPG,0.674395,0.636493,0.067540,0.019244,0.500
2022,6,5,1,독성학,22_6년제.JPG,0.671371,0.540271,0.067540,0.019244,0.500
2022,6,5,1,의약품제조관리학,22_6년제.JPG,0.670363,0.179615,0.071573,0.019957,0.500
2022,6,5,1,약업경영학,22_6년제.JPG,0.673891,0.107627,0.068044,0.017819,0.500
2022,6,5,1,의약정보학과 경제성평가,22_6년제.JPG,0.673387,0.064148,0.068044,0.037063,0.500
2022,6,5,2,임상약학해설,22_6년제.JPG,0.755544,0.818959,0.060988,0.017819,0.500
2022,6,5,2,심혈관계질환 및 약물치료학,22_6년제.JPG,0.755544,0.779045,0.061492,0.037063,0.750
2022,6,5,2,의료기관약국예비실습,22_6년제.JPG,0.754032,0.752673,0.068044,0.020670,0.500
2022,6,5,2,의약품허가,22_6년제.JPG,0.752520,0.729152,0.067540,0.017819,0.500
2022,6,5,2,신약개발정보학,22_6년제.JPG,0.753024,0.634355,0.067540,0.017819,0.500
2022,6,5,2,종양생물학,22_6년제.JPG,0.753024,0.607983,0.068044,0.017819,0.500
2022,6,5,2,약물유전체학,22_6년제.JPG,0.752016,0.540984,0.067540,0.017819,0.500
2022,6,5,2,동물용의약품학,22_6년제.JPG,0.753024,0.518888,0.067540,0.017819,0.500
2022,6,5,2,한약제제학,22_6년제.JPG,0.752520,0.457591,0.067540,0.017819,0.500
2022,6,5,2,약전 및 품질관리학,22_6년제.JPG,0.752016,0.167498,0.067540,0.037063,0.750
2022,6,5,2,약무행정실무필수실습,22_6년제.JPG,0.755544,0.070563,0.067540,0.037063,0.500
2022,6,6,1,지역약국필수실무실습1,22_6년제.JPG,0.834173,0.486814,0.067540,0.037063,0.500
2022,6,6,1,의료기관약국필수실무실습1,22_6년제.JPG,0.832157,0.435495,0.073589,0.037063,0.500
2022,6,6,1,의료기관약국필수실무실습2,22_6년제.JPG,0.832157,0.435495,0.073589,0.037063,0.500
2022,6,6,1,의료기관약국필수실무실습3,22_6년제.JPG,0.832157,0.435495,0.073589,0.037063,0.500
2022,6,6,1,의료기관약국필수실무실습4,22_6년제.JPG,0.832157,0.435495,0.073589,0.037063,0.500
2022,6,6,1,제약산업필수실무실습,22_6년제.JPG,0.847278,0.347113,0.052923,0.037063,0.500
2022,6,6,2,지역약국필수실무실습2,22_6년제.JPG,0.915323,0.488952,0.067540,0.037063,0.500
2022,6,6,2,심화실습 1,22_6년제.JPG,0.916835,0.377049,0.067540,0.017819,0.500
2022,6,6,2,심화실습 2,22_6년제.JPG,0.916835,0.377049,0.067540,0.017819,0.500
