academic_year,grade,semester,course_name,course_code,completion_type,credits,generation_evidence,generation_evidence_reason,in_4year_flowchart,in_6year_flowchart,grade_1_2_rule,direct_4year_evidence,direct_6year_evidence,pdf_position_group_size,partner_codes,lineage_candidate,lineage_pair_status,lineage_reason,previous_year,previous_generation,next_year,next_generation,change_group,change_type,change_role,change_effective_year,change_note,previous_credits,previous_completion_type,previous_grade,previous_semester,attribute_change_effective_year,attribute_change_note,relation_as_old,relation_as_new,relation_types,relation_counterpart_codes,relation_counterpart_names,relation_designation_years,relation_source_years,relation_needs_review,partner_relation_found,partner_relation_types,partner_relation_counterparts,partner_relation_designation_years,partner_relation_source_years,evidence_flags,review_priority
2022,5,1,신경정신계 및 신장 질환 약물치료학,ADB062,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,의료기관약국 예비실무실습,ADA217,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA133,병원약학,2020,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2022,5,1,의약품 경제성평가,ADA206,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,제제과학실습,ADA200,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA172,제제공학 실습,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2022,5,1,지역약국 예비실무실습,ADA115,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB075,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,1,지역약국 예비실무실습,ADB075,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA115,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,1,항암약물요법,ADB070,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,항암약물요법 및 일반의약품약물요법,ADA202,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA180,일반의약품 약물요법,2018,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2022,5,1,독성학,ADB068,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,방제학,ADB078,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2022,5,1,신경정신계질환 및 신장질환 약물치료학,ADA144,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,약물신호전달학,ADB079,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,약업경영학,ADB074,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,약학용어,ADB076,전선,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2022,5,1,예방약학 1,ADA132,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,의약품제조관리학,ADB072,전선,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA171,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,1,의약품제조관리학,ADA171,전선,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB072,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,1,임상미생물학,ADA211,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,4,equivalent;substitute,ADA185;ADA207,병원미생물학;응용미생물학,2020,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2022,5,1,임상약물동태학,ADA150,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,1,조제학,ADB077,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2022,5,1,호흡기계 및 소화기계 질환 약물치료학,ADA145,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,감염성 질환 약물치료학,ADA147,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,내분비계 및 류마티스 질환 약물치료학,ADA148,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,보건의약관계법규,ADA194,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA025,약사법규,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2022,5,2,약무행정실무필수실습,ADA174,전필,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB087,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,약무행정실무필수실습,ADB087,전필,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA174,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,의료기관약국예비실습,ADB086,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,임상면역학,ADA190,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,임상약학 해설,ADB083,전필,1,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,한약제제학,ADB080,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA140,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,한약제제학,ADA140,전필,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB080,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,독성학,ADA045,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,동물용의약품학,ADA121,전선,1,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB089,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,동물용의약품학,ADB089,전선,2,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA121,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,바이오의약품학,ADA225,전선,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA107,생물의약품학,2021,2023,no,no,,,,,no_direct_generation;official_course_relation,high
2022,5,2,신약개발임상시험,ADA191,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,신약개발정보학,ADB090,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,심혈관계 질환 약물치료학,ADB082,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2022,5,2,약물유전체학,ADB085,전선,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,약업경영학,ADA118,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,약전 및 품질관리학,ADA167,전선,3,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADB081,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,약전 및 품질관리학,ADB081,전선,3,ambiguous,multiple_pdf_rows_match_both_flowcharts,yes,yes,no,no,no,2,ADA167,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,5,2,예방약학 2,ADA109,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,의약품허가,ADB088,전선,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,5,2,일반의약품학,ADB084,전선,3,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2022,5,2,종양생물학,ADB091,전선,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2022,6,1,의료기관약국 필수실무실습 1,ADA213,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB093,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA151,병원약학실무필수실습1,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,의료기관약국 필수실무실습 2,ADA214,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB094,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA152,병원약학실무필수실습2,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,의료기관약국 필수실무실습 3,ADA215,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB095,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA169,병원약학실무필수실습3,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,의료기관약국 필수실무실습 4,ADA216,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB096,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA170,병원약학실무필수실습4,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,의료기관약국 필수실무실습1,ADB093,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA213,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,1,의료기관약국 필수실무실습2,ADB094,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA214,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,1,의료기관약국 필수실무실습3,ADB095,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA215,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,1,의료기관약국 필수실무실습4,ADB096,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA216,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,1,제약산업 필수실무실습,ADB097,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA218,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,1,제약산업 필수실무실습,ADA218,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB097,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA155,제약산업실무필수실습,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,지역약국 필수실무실습 1,ADA219,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB092,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA153,지역약국실무필수실습1,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,1,지역약국 필수실무실습1,ADB092,전필,2,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA219,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,2,심화실습 1,ADA226,전필,5,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB099,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,2,심화실습 1,ADB099,전필,5,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA226,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,2,심화실습 2,ADB100,전필,5,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA227,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,2,심화실습 2,ADA227,전필,5,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB100,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2022,6,2,지역약국 필수실무실습 2,ADA220,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADB098,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,2025,six_year,,,,,,,,,,,,0,2,equivalent;substitute,ADA154,지역약국실무필수실습2,2020,2023,no,no,,,,,ambiguous_position;official_course_relation,medium
2022,6,2,지역약국 필수실무실습2,ADB098,전필,3,ambiguous,multiple_pdf_rows_match_6year_flowchart,no,yes,no,no,no,2,ADA220,unresolved,unresolved,no_adjacent_year_direct_generation_evidence,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,ambiguous_position,medium
2023,1,1,약학기초생물학1,ADB002,전선,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,1,약학기초화학1,ADB003,전선,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,1,해부생리학,ADB001,전선,3,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,1,해부생리학1,ADB101,전선,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,2,신경생리학,ADB004,전선,1,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,2,약학기초생물학2,ADB005,전선,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,2,약학기초화학2,ADB006,전선,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,1,2,해부생리학2,ADB102,전선,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,물리약학1,ADB010,전필,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,약품생화학1,ADB008,전필,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,약학실험1,ADB013,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,약학통계,ADB012,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,의약품분석학1,ADB011,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,병태생리학1,ADB007,전선,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,1,약화학 1,ADB009,전선,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,물리약학2,ADB019,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,약품면역학,ADB021,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,약품생화학2,ADB016,전필,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,약학실험2,ADB022,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,약화학 2,ADB018,전필,3,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,의약품분석학2,ADB020,전필,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,병태생리학2,ADB015,전선,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,약학용어,ADB076,전선,2,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,의약분자생물학,ADB017,전선,2,six_year,grade_1_2_rule,no,yes,yes,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,일반의약품학,ADB084,전선,3,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,조제학,ADB077,전선,3,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,2,2,종양생물학,ADB091,전선,2,six_year,grade_1_2_rule,no,no,yes,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence;grade_1_2_rule,low
2023,3,1,면역학,ADA002,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,물리약학 1,ADA076,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,보건사회약학,ADB029,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,생약학1,ADB026,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,약물학1,ADB024,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,약품미생물학,ADB025,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,약품분석화학 1,ADA031,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,약품생화학 1,ADA042,전필,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,약학실험 1,ADA201,전필,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA100,약학실습 1,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,1,약학실험3,ADB031,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,의약품기기분석학1,ADB030,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,의약품합성학1,ADB028,전필,2,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,제제과학1,ADB027,전필,3,six_year,unique_pdf_row_matches_6year_flowchart,no,yes,no,no,yes,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
2023,3,1,무기 및 방사성 의약품학,ADA199,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,1,equivalent,ADA131,방사능무기의약품학,2017,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,1,약사윤리와 진로 적응,ADA212,전선,1,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,ADA205,약학개론과 윤리,2020,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,1,약용식물학,ADA203,전선,2,unresolved,no_direct_flowchart_evidence,no,no,no,no,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,no_direct_generation,medium
2023,3,1,약학통계,ADA051,전선,2,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,2,equivalent;substitute,AMA163,의학통계자료분석,2011,2023,no,no,,,,,direct_generation_evidence;official_course_relation,low
2023,3,1,약화학,ADA080,전선,3,four_year,unique_pdf_row_matches_4year_flowchart,yes,no,no,yes,no,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,no,,,,,direct_generation_evidence,low
