academic_year,program_years,grade,semester,course_name,source_file,box_x,box_y,box_width,box_height,confidence
2026,6,5,2,독성학2,26_6년제.png,0.757083,0.534198,0.060833,0.017099,0.500
2026,6,5,2,한약제제학,26_6년제.png,0.752917,0.458726,0.064583,0.017689,0.500
2026,6,5,2,유용천연물소재학,26_6년제.png,0.752083,0.426887,0.066250,0.023585,0.500
2026,6,5,2,약전 및 품질관리학,26_6년제.png,0.751667,0.168632,0.067083,0.036557,0.500
2026,6,5,2,약사와 건강증진,26_6년제.png,0.755000,0.108491,0.067083,0.022995,1.000
2026,6,5,2,약무행정실무필수실습,26_6년제.png,0.755000,0.066627,0.067500,0.035967,0.500
2026,6,6,1,의료기관약국필수실무실습1,26_6년제.png,0.832500,0.755896,0.070833,0.036557,0.500
2026,6,6,1,의료기관약국필수실무실습2,26_6년제.png,0.832500,0.755896,0.070833,0.036557,0.500
2026,6,6,1,의료기관약국필수실무실습3,26_6년제.png,0.832500,0.755896,0.070833,0.036557,0.500
2026,6,6,1,의료기관약국필수실무실습4,26_6년제.png,0.832500,0.755896,0.070833,0.036557,0.500
2026,6,6,1,지역약국필수실무실습1,26_6년제.png,0.833750,0.510024,0.067083,0.045401,0.500
2026,6,6,1,제약산업필수실무실습,26_6년제.png,0.832083,0.344340,0.067500,0.036557,0.500
2026,6,6,2,지역약국필수실무실습2,26_6년제.png,0.914167,0.510024,0.067083,0.045991,0.500
2026,6,6,2,심화실습 1,26_6년제.png,0.916250,0.377948,0.067500,0.017689,0.500
2026,6,6,2,심화실습 2,26_6년제.png,0.916250,0.377948,0.067500,0.017689,0.500
