academic_year,program_years,grade,semester,course_name,source_file,box_x,box_y,box_width,box_height,confidence
2025,6,1,1,해부생리학1,25_6년제.png,0.018750,0.821934,0.067500,0.017099,0.500
2025,6,1,1,약학기초생물학1,25_6년제.png,0.022917,0.632075,0.065417,0.018278,0.500
2025,6,1,1,약학기초화학1,25_6년제.png,0.022917,0.180425,0.067083,0.017099,0.500
2025,6,1,2,해부생리학2,25_6년제.png,0.101667,0.820755,0.067083,0.017099,0.500
2025,6,1,2,약학기초생물학2,25_6년제.png,0.100417,0.632665,0.065417,0.017099,0.500
2025,6,1,2,약학기초화학2,25_6년제.png,0.101250,0.179245,0.067500,0.017099,0.500
2025,6,2,1,병태생리학1,25_6년제.png,0.186667,0.817807,0.060000,0.017099,0.500
2025,6,2,1,약품생화학1,25_6년제.png,0.184167,0.648585,0.067500,0.017689,0.500
2025,6,2,1,약학실험1,25_6년제.png,0.184167,0.624410,0.067500,0.017099,0.500
2025,6,2,1,약용식물학,25_6년제.png,0.182500,0.462854,0.067500,0.017099,0.500
2025,6,2,1,약화학1,25_6년제.png,0.183333,0.333726,0.067083,0.017099,0.500
2025,6,2,1,의약품분석학1,25_6년제.png,0.183333,0.284788,0.067083,0.017099,0.500
2025,6,2,1,약학실험1,25_6년제.png,0.183333,0.261203,0.067083,0.017099,0.500
2025,6,2,1,물리약학1,25_6년제.png,0.187083,0.176887,0.059583,0.019458,0.500
2025,6,2,1,약학통계,25_6년제.png,0.187083,0.096698,0.054583,0.017099,0.500
2025,6,2,2,병태생리학2,25_6년제.png,0.265000,0.817807,0.067083,0.017099,0.500
2025,6,2,2,약학실험2,25_6년제.png,0.265417,0.795991,0.067500,0.017689,0.500
2025,6,2,2,약품생화학2,25_6년제.png,0.265417,0.648585,0.067500,0.017689,0.500
2025,6,2,2,의약분자생물학,25_6년제.png,0.264167,0.627358,0.067500,0.017099,0.500
2025,6,2,2,약품면역학,25_6년제.png,0.264583,0.607901,0.067500,0.017099,0.500
2025,6,2,2,약화학2,25_6년제.png,0.261667,0.333137,0.067500,0.017099,0.500
2025,6,2,2,의약품분석학2,25_6년제.png,0.263750,0.284788,0.067500,0.017689,0.500
2025,6,2,2,의약품개발사,25_6년제.png,0.263750,0.261203,0.067500,0.017099,1.000
2025,6,2,2,물리약학2,25_6년제.png,0.267083,0.187500,0.067500,0.017099,0.500
2025,6,2,2,약학실험2,25_6년제.png,0.266250,0.162146,0.067083,0.017689,0.500
2025,6,3,1,약물학1,25_6년제.png,0.353333,0.819575,0.052917,0.017689,0.500
2025,6,3,1,약품미생물학,25_6년제.png,0.346667,0.658019,0.067500,0.017689,0.500
2025,6,3,1,AI의료약학빅데이터,25_6년제.png,0.346667,0.619104,0.067500,0.033019,0.750
2025,6,3,1,약학실험3,25_6년제.png,0.347500,0.592571,0.067083,0.017689,0.500
2025,6,3,1,약물유전체학,25_6년제.png,0.350000,0.536557,0.060417,0.021816,0.500
2025,6,3,1,생약학1,25_6년제.png,0.348333,0.459906,0.059167,0.017689,0.500
2025,6,3,1,생약학개론,25_6년제.png,0.347500,0.434552,0.059167,0.017689,0.500
2025,6,3,1,천연물의약품학,25_6년제.png,0.347083,0.410377,0.059167,0.017099,0.500
2025,6,3,1,약학실험3,25_6년제.png,0.344583,0.333726,0.067083,0.017099,0.500
2025,6,3,1,의약품기기분석학1,25_6년제.png,0.345417,0.284788,0.071250,0.017689,0.500
2025,6,3,1,제제과학1,25_6년제.png,0.346667,0.179835,0.067500,0.017099,0.500
2025,6,3,1,보건사회약학,25_6년제.png,0.347083,0.090802,0.067500,0.017689,0.500
2025,6,3,2,약물학2,25_6년제.png,0.434167,0.819575,0.048750,0.018278,0.500
2025,6,3,2,무기방사성의약품학,25_6년제.png,0.434167,0.774175,0.048750,0.036557,0.500
2025,6,3,2,약학용어,25_6년제.png,0.432500,0.728184,0.055417,0.018868,0.500
2025,6,3,2,감염성미생물학,25_6년제.png,0.427917,0.648585,0.067500,0.017689,0.500
2025,6,3,2,임상면역학,25_6년제.png,0.426667,0.623231,0.067083,0.017099,0.500
