academic_year,program_years,grade,semester,course_name,source_file,box_x,box_y,box_width,box_height,confidence
2022,4,5,1,예방약학1,22_4년제.jpg,0.511593,0.374911,0.099798,0.018532,0.500
2022,4,5,1,의약품경제성평가,22_4년제.jpg,0.511593,0.315039,0.091230,0.020670,0.500
2022,4,5,1,감염질환을 위한 항생물질학,22_4년제.jpg,0.515625,0.161796,0.099294,0.037063,0.750
2022,4,5,1,임상 미생물학,22_4년제.jpg,0.515625,0.131860,0.099294,0.018532,0.500
2022,4,5,1,종양생물학,22_4년제.jpg,0.515625,0.106914,0.099294,0.017819,0.500
2022,4,5,2,감염성 질환 약물치료학,22_4년제.jpg,0.638105,0.809694,0.099798,0.017819,1.000
2022,4,5,2,내분비계 및 류마티스질환 약물치료학,22_4년제.jpg,0.638105,0.766928,0.099798,0.037063,0.500
2022,4,5,2,한약제제학,22_4년제.jpg,0.634577,0.696365,0.099294,0.017819,0.500
2022,4,5,2,동물용의약품학,22_4년제.jpg,0.634577,0.595153,0.099294,0.017819,0.500
2022,4,5,2,신약개발임상시험,22_4년제.jpg,0.634577,0.570207,0.099294,0.017819,0.500
2022,4,5,2,약전및품질관리학,22_4년제.jpg,0.634577,0.457591,0.099294,0.017819,0.500
2022,4,5,2,독성학,22_4년제.jpg,0.634577,0.399857,0.099294,0.017819,0.500
2022,4,5,2,예방약학2,22_4년제.jpg,0.633569,0.374911,0.099798,0.018532,0.500
2022,4,5,2,약업경영학,22_4년제.jpg,0.633569,0.325731,0.099294,0.018532,0.500
2022,4,5,2,약무행정실무필수실습,22_4년제.jpg,0.633569,0.302210,0.099294,0.017819,0.500
2022,4,5,2,보건의약관계법규,22_4년제.jpg,0.633569,0.275125,0.099294,0.017819,0.500
2022,4,5,2,생물의약품학,22_4년제.jpg,0.633569,0.181041,0.099294,0.017819,0.500
2022,4,5,2,임상면역학,22_4년제.jpg,0.633569,0.151105,0.099294,0.017819,0.500
2022,4,6,1,지역약국실무필수실습 1,22_4년제.jpg,0.757056,0.809694,0.099798,0.017819,0.500
2022,4,6,1,의료기관약국실무필수실습 1,22_4년제.jpg,0.757056,0.766928,0.099798,0.037063,0.500
2022,4,6,1,의료기관약국실무필수실습 2,22_4년제.jpg,0.757056,0.721311,0.099798,0.037063,0.500
2022,4,6,1,의료기관약국실무필수실습 3,22_4년제.jpg,0.757056,0.681397,0.099798,0.037063,0.500
2022,4,6,1,의료기관약국실무필수실습 4,22_4년제.jpg,0.757056,0.639344,0.099798,0.037063,0.500
2022,4,6,1,제약산업실무필수실습,22_4년제.jpg,0.752016,0.457591,0.099798,0.017819,0.500
2022,4,6,2,지역약국실무필수실습 2,22_4년제.jpg,0.879536,0.809694,0.099798,0.017819,0.500
2022,4,6,2,캡스톤디자인심화실습 1,22_4년제.jpg,0.879536,0.692801,0.099798,0.017819,0.500
2022,4,6,2,캡스톤디자인심화실습 2,22_4년제.jpg,0.879536,0.667142,0.099798,0.017819,0.500
